4101,개화,Gaehwa,09호선,901,0,0
4102,김포공항,Gimpo Intl. Airport,09호선,902,5,1
4103,공항시장,Airport Market,09호선,903,2,0
4104,신방화,Sinbanghwa,09호선,904,1,0
4105,마곡나루,Magongnaru,09호선,905,3,1
4106,양천향교,Yangcheon Hyanggyo,09호선,906,2,0
4107,가양,Gayang,09호선,907,5,1
4108,증미,Jeungmi,09호선,908,2,0
4109,등촌,Deungchon,09호선,909,2,0
4110,염창,Yeomchang,09호선,910,2,1
4111,신목동,Sinmokdong,09호선,911,3,0
4112,선유도,Seonyudo,09호선,912,2,0
4113,당산,Dangsan,09호선,913,2,1
4114,국회의사당,National Assembly,09호선,914,2,0
4115,여의도,Yeouido,09호선,915,2,1
4116,샛강,Saetgang,09호선,916,2,0
4117,노량진,Noryangjin,09호선,917,3,1
4118,노들,Nodeul,09호선,918,2,0
4119,흑석,Heukseok,09호선,919,2,0
4120,동작,Dongjak,09호선,920,3,1
4121,구반포,Gubanpo,09호선,921,3,0
4122,신반포,Sinbanpo,09호선,922,2,0
4123,고속터미널,Express Bus Terminal,09호선,923,2,1
4124,사평,Sapyeong,09호선,924,4,0
4125,신논현,Sinnonhyeon,09호선,925,2,1
4126,언주,Eonju,09호선,926,3,0
4127,선정릉,Seonjeongneung,09호선,927,2,1
4128,삼성중앙,Samseong Jungang,09호선,928,2,0
4129,봉은사,Bongeunsa,09호선,929,2,1
4130,종합운동장,Sports Complex,09호선,930,3,1
4131,삼전,Samjeon,09호선,931,3,0
4132,석촌고분,Seokchon Gobun,09호선,932,2,0
4133,석촌,Seokchon(Hansol Hospital),09호선,933,2,1
4134,송파나루,Songpanaru,09호선,934,4,0
4135,한성백제,Hanseong Baekje,09호선,935,2,0
4136,올림픽공원(한국체대),Olympic Park,09호선,936,3,1
4137,둔촌오륜,Dunchon Oryun,09호선,937,2,0
4138,중앙보훈병원,VHS Medical Center,09호선,938,2,1
