201,시청,City Hall,02호선,201,0,0
202,을지로입구,Euljiro 1(il)-ga,02호선,202,2,0
203,을지로3가,Euljiro 3(sam)-ga,02호선,203,2,0
204,을지로4가,Euljiro 4(sa)-ga,02호선,204,1,0
205,동대문역사문화공원,Dongdaemun History  Culture Park,02호선,205,3,0
206,신당,Sindang,02호선,206,2,0
207,상왕십리,Sangwangsimni,02호선,207,1,0
208,왕십리,Wangsimni,02호선,208,2,0
209,한양대,Hanyang Univ.,02호선,209,2,0
210,뚝섬,Ttukseom,02호선,210,2,0
211,성수,Seongsu,02호선,211,2,0
212,건대입구,Konkuk Univ.,02호선,212,2,0
213,구의,Guui,02호선,213,2,0
214,강변,Gangbyeon,02호선,214,1,0
215,잠실나루,Jamsillaru,02호선,215,2,0
216,잠실,Jamsil,02호선,216,2,0
217,잠실새내,Jamsilsaenae,02호선,217,2,0
218,종합운동장,Sports Complex,02호선,218,2,0
219,삼성,Samseong,02호선,219,2,0
220,선릉,Seolleung,02호선,220,3,0
221,역삼,Yeoksam,02호선,221,2,0
222,강남,Gangnam,02호선,222,1,0
223,교대,Seoul Nat`l Univ. of Education,02호선,223,3,0
224,서초,Seocho,02호선,224,1,0
225,방배,Bangbae,02호선,225,3,0
226,사당,Sadang,02호선,226,3,0
227,낙성대,Nakseongdae,02호선,227,3,0
228,서울대입구,Seoul Nat`l Univ.,02호선,228,1,0
229,봉천,Bongcheon,02호선,229,1,0
230,신림,Sillim,02호선,230,2,0
231,신대방,Sindaebang,02호선,231,3,0
232,구로디지털단지,Guro Digital Complex,02호선,232,2,0
233,대림,Daerim,02호선,233,2,0
234,신도림,Sindorim,02호선,234,3,0
235,문래,Mullae,02호선,235,3,0
236,영등포구청,Yeongdeungpo-gu Office,02호선,236,1,0
237,당산,Dangsan,02호선,237,2,0
238,합정,Hapjeong,02호선,238,3,0
239,홍대입구,Hongik Univ.,02호선,239,3,0
240,신촌,Sinchon,02호선,240,2,0
241,이대,Ewha Womans Univ.,02호선,241,2,0
242,아현,Ahyeon,02호선,242,1,0
243,충정로,Chungjeongno,02호선,243,2,0
244,용답,Yongdap,02호선,211-1,3,0
245,신답,Sindap,02호선,211-2,2,0
250,용두,Yongdu,02호선,211-3,2,0
246,신설동,Sinseol-dong,02호선,211-4,2,0
247,도림천,Dorimcheon,02호선,234-1,2,0
248,양천구청,Yangcheon-gu Office,02호선,234-2,3,0
249,신정네거리,Sinjeongnegeori,02호선,234-3,3,0
200,까치산,Kkachisan,02호선,234-4,3,0
